id,abv,available,description,glass,ibu,isOrganic,name,originalGravity,srm
2275,4.2,Available year round as a staple beer.,"A clean, enjoyable NW-style Pale Ale with herbal, spicy, fruit and citrus hop characters. Named in honor of Charles McElevy, the man who brought Craft Brewing to White Center.",Pint,39.0,N,Papa Charlies Pale Ale,1.044,8
2276,5.3,Available year round as a staple beer.,"Giesinger's classic: A bottom-fermented, unfiltered and not thermally treated Münchner Helles. The yeast and the turbidity make for the distinctive appearance of the ""Erhellung"".",Willi,18.0,N,Untergiesinger Erhellung,1.044,5
2277,7.5,"Available at the same time of year, every year.","Our beer offerings would not be complete without including a wonderful Belgian styled beer; we chose Charter Oak's Abbey Dubbel.  This beer will be a medium bodied, dark brown ale that might even make the Trappist monks ask for the recipe!  Our Dubbel will have a strong malty sweetness as a backbone with a chocolate and caramel aroma from our specialty barley.  Although only slightly hopped for full flavor and medium bitterness, it will be well balanced.  If it's a strong and enduring head of foam you like, you'll fall in love with this one!",,25.0,N,Charter Oak Abbey Dubbel,1.06,30
2278,4.9,Available year round as a staple beer.,"What’s wrong with effervescent yellow beer? Absolutely nothing and Engelharn is proof. A showcase for Pilsen malt and noble hops, it has all the refined complexity of a premium German Pils, with freshness you won’t find in any import.",Pilsner,40.3,N,Engelharn,1.044,5
2279,5.8,Available year round as a staple beer.,American Pale Ale with a significant amount of malts and hops.  Slightly bitter but not overly hopped.  Dry hopped with cascade for a nice floral aroma. Revelations 6:8,Pint,36.0,N,Pale Horse Ale,1.044,7
2280,10.0,Available year round as a staple beer.,,,100.0,N,Mjølner Barleywine,1.09,14
2281,8.0,Available year round as a staple beer.,"Bright and intense with a vivid hop punch. Third Voyage features Cascade hops from different growing regions throught the world. The unique conditions of soil, moisture, and sunlight from each yield subtle differences that make this beer a complex medeley of hop notes.",Pint,80.0,N,Third Voyage,1.0831,24
2282,10.0,Limited availability.,"Every so often we brew this utopian stout that manifests flavors of caramel, chocolate and coffee. This silky smooth, motor-oil black brew clocks in at 10% ABV. 

Like the first stouts brewed for Russian Czars, this offering is big, bold and built to last. Grab a few for the cellar, a couple for your comrades and enjoy because— like those Czars of yesteryear— this beer won't be around for long.",Pint,65.0,N,Russian Imperial Stout,1.08,40
2283,4.5,Beer is not available.,"Put on your helmet and get ready for the ride. “Easy Rider” session ale is one smooth character of a beer.  Brewed with an abundance of Maris Otter malt and five different hops including Galaxy hops from Australia! This golden hued honey is laid back and free wheelin’.  The room filling hop aroma will take you back to your first hippie experience, while you savor the flavor of this 4.5% all day sipper.",Pint,41.0,N,Easy Rider,1.034,2
2284,5.9,Limited availability.,Harpoon Chocolate Stout is brewed with an abundance of chocolate malt and a touch of chocolate.,,40.0,N,Chocolate Stout,1.045,40
2285,4.5,Available year round as a staple beer.,"Our sessionable hybrid between an ale and a lager. It’s light and crisp, with slight wheat undertones and a clean finish.",Pint,24.0,Y,Funnel Hat,1.042,10
2286,11.0,"Available at the same time of year, every year.","The perfect balance of Retribution Imperial Stout and Devil’s Milk Barleywine, Devil’s Due is black, full-bodied, and smoothly drinkable. Its seductive swirl of dark chocolate, coffee, smoky malt, and citrus fruit flavors, infused with notes of charred oak, vanilla and caramelized sugar, disguises a strong, warming alcohol presence that reminds those who dance with the Devil that eventually, a price will be paid.",Snifter,75.0,N,Devil's Due,1.106,Over 40
2287,4.8,Available year round as a staple beer.,"Hale’s Special Bitter, or “HSB”, is a complex, deep amber colored ale that blends a silky smooth body with an intriguing hop aroma. Its nitrogen conditioning gives it a very creamy mouthfeel. HSB emulates the famous “special bitters” found in Great Britain.",,9.0,Y,HSB,1.048,7
2288,7.0,Available year round as a staple beer.,The Dead Irish Poet is our newest limited release extra stout with dark chocolate and stone fruit notes similiar to stouts found in Southern Ireland.,,38.0,N,Finnegans Dead Irish Poet Extra Stout,1.04,11
2289,8.0,Available year round as a staple beer.,"This brew will rock your socks off, not to mention your panties! Notes of dark chocolate with a woody presence. This medium bodied beauty is
exploding with a rich creamy head and a smooth coffee finish.",,33.6,N,Panty Dropper Porter,1.087,31
2290,5.0,Available year round as a staple beer.,"It’s a sin to call this beer a pale ale; it’s so much more than that. Synner is slightly bitter with a punch in the face of hop aroma and flavor. Brewed in the tradition of a So-Cal session ale, it’s copper in color with a medium malt body. This ale is brewed to be dry on the palate and have a distinctive fruitiness found in the aroma. Synner is sure to satisfy both novice and experienced ale drinkers.",Pint,50.0,N,Synner Pale Ale,1.044,8
2291,6.0,Available year round as a staple beer.,"Devil's Chair IPA packs a sinister punch of bright, fruity hops and a dry, bitter finish that won't let go!",,55.0,N,Devil's Chair IPA,1.06,6
2292,6.0,Available year round as a staple beer.,"Nicely balanced beer with hints of whisky, vanilla and oak.",,24.0,N,Tennent's Whisky Oak Aged,1.057,16
2293,6.0,Limited availability.,"A beer originally brewed for the man behind the mugs, known by his friends as RAD. This is a Robust Porter that's full of deep chocolate and dry roast flavors. A beer suited to help RAD get through those 24 hours kiln firings. We think you will enjoy it.",,29.0,N,Potter's Porter,1.045,30
2294,8.0,Available year round as a staple beer.,"We indulged in our desire to create an IPA that personifies the vivid flavors that can be coaxed from the hop cone, painted on a canvas of soft malt that allows the flavors to shine through.  Extensively hopped in the kettle and in the fermentor, we spared nothing in making this beer.

Epiphany was designed to showcase the glorious flavor and aromatics of hops without any astringent bitterness.

Citrus, tropical fruit and pine blend to provide you with a sublimely juicy hop experience.

East or west coast? No. This is a Maine IPA.",,85.0,N,Epiphany,1.06,6
2295,5.43,Available year round as a staple beer.,"Point Burly Brown American Brown Ale is a complex blend of select roasted malts balanced with American grown Willamette and Northern Brewer hops from the Yakima Valley.  Beginning with a fresh malt bouquet heightened by the nutty scent of rich toasted chocolate malts, this burly American Brown Ale embraces notes of nut and caramel with easy drinking pleasure.  This exceptionally smooth ale finishes clean with the perfect amount of lingering malt flavors helping you appreciate the American craftsmanship that pours into every glass.

Malts: 2-row, 6-row, Vienna, Victory, 2-row Chocolate, Crystal
Hops: Willamette, Northern Brewer

Silver Medal Winner US Open Beer, 2010",Pint,32.0,N,Burly Brown,1.04,21
2296,8.0,"Available at the same time of year, every year.","There are only 24 hours in a day. We do our best to make the most of them, but find ourselves wanting more. While we can’t change the earth’s rotation, we can brew a bigger beer. We present Double Day Tripper; a dank, dry-hopped 90 IBU Double Pale Ale with intense tropical citrus and floral notes. This is our flagship Day Tripper’s feistier big brother. The day isn’t over friends—get out there and double it!",,90.0,Y,Double Day Tripper,1.075,8
2297,9.0,Limited availability.,"""...stings the nostrils...""

We didn't want to make your mother's Double IPA. Sex Panther was made with an off-kilter, Belgian-leaning malt bill, imparting some dark fruit characteristics to this otherwise insanely American-hopped beer. Citrus comes from a couple of the big C's, and of course the 10-pound Amarillo dry hop. 60% of the time, it's hoppy all the time.",,70.0,N,Sex Panther,1.075,9
2298,5.0,Available year round as a staple beer.,"Head Brewer Christian Koch fell in love with this style of beer while visiting Cologne, Germany. Our 8 Second Kölsch is brewed to be a true representation of this easy drinking crisp ale. First brewed as a special beer for our local rodeo, it quickly became a hit. Now a staple in our core brand, 8 Second is perfect for an everyday craft beer.",Willi,15.0,N,8 Second Kölsch,1.044,2
2299,8.0,Available year round as a staple beer.,"A farm fresh rye imperial pale ale made with healthy portions of rye from Clayville Farm in Snow Hill, MD.",Pint,72.0,N,Pale Ryeder,1.036,6
2300,4.2,"Available at the same time of year, every year.","Monarch White is our anniversary ale brewed once a year in a small batch. It is brewed with unmalted wheat and a touch of oats for a light body and crisp, refreshing finish. It is then spiced with coriander and orange peel giving this Belgian-style White Beer it's traditional citrus aroma and flavor.

Available in:  6 packs; half barrel & sixth barrel American sanke kegs

11.2 Original Gravity",Pint,15.0,N,Monarch White,1.044,2
2301,5.7,Available during the winter months.,"Dark, ruby red Scottish ale with a rich malt character. Brewed with imported crystal malts, it has a dense head and a smooth, sweet caramel finish.",,23.0,N,Inverness,1.035,14
2302,5.8,Available year round as a staple beer.,"This amber ale has a rich toasty and bready character with moderate English hop bitterness.

GOLD MEDAL, 2006 World Beer Cup ®, Special Bitter or Best Bitter. SILVER MEDAL, 2007 Colorado State Fair, Extra Special Bitter.",Pint,49.0,N,Dry Dock Amber Ale,1.046,9
